variance,skewness,curtosis,entropy,class
-3.4149,4.3594,1.2949,9.3374,0
-2.5657,-8.9175,-7.1304,-6.53,0
9.6554,-0.3503,-3.4502,-5.4478,1
5.3476,-9.357,-9.0055,-9.9721,0
-5.6689,-0.9335,-4.0046,3.1545,0
1.0797,9.6507,4.2817,-7.8992,1
6.4408,-0.1181,5.7165,2.8784,1
7.4557,-7.2046,5.6521,-9.7521,0
-5.277,2.6567,-2.5031,1.3039,1
-1.7321,0.9117,-8.7304,-6.9027,1
-9.9982,-2.9883,-6.9751,-8.7121,1
7.9191,7.8101,0.3202,0.4706,0
-5.3916,-2.4349,2.0723,-8.967,0
-6.7165,-7.1039,-7.6436,-2.802,1
-8.3244,-7.2829,-1.5986,6.5528,0
-0.1041,-4.6511,5.1011,8.7716,0
-3.249,7.7804,-8.037,9.0057,1
-1.2674,6.0727,-5.6756,-8.3691,1
2.5995,-0.3661,-9.5066,8.1065,1
-6.1036,9.8421,-0.9945,-1.9618,1
-7.8702,-8.5051,-9.5569,8.8056,1
-4.8351,8.384,9.1905,-4.0872,1
-2.2471,-6.9321,5.177,7.0978,1
-7.052,-7.2171,-7.4021,-4.7671,1
-9.0058,8.7686,4.3864,-5.8071,0
-8.5198,-1.62,5.2573,-4.9806,1
-0.6198,7.8899,2.1123,2.1179,1
1.2731,-1.539,-4.2328,2.8801,0
-1.8092,2.5493,9.6216,-8.3975,1
5.6023,-4.6806,-9.8664,-0.6621,1
-0.8614,-1.1148,0.7078,9.0917,0
-1.9073,2.0252,-1.0928,8.4303,0
1.1638,-6.5137,3.142,1.7308,1
1.3437,-3.7167,8.3758,1.1005,0
-6.6896,1.7162,-3.138,7.6064,0
-0.6414,-0.023,3.4217,-3.0458,1
-4.739,2.1952,1.8684,2.3091,0
9.3877,-3.8505,-8.3799,-4.8393,1
-1.8444,2.8047,9.8676,7.809,0
-1.7652,8.3975,-3.7168,1.0116,0
-8.9655,4.043,3.8133,9.7156,1
2.3736,-2.0395,1.8083,9.4006,1
-3.5128,-4.9026,0.5831,9.4218,0
-0.2229,4.8672,-8.2902,-8.2081,0
-4.1137,4.5489,-5.9016,5.6026,1
5.2098,5.654,-4.3048,8.5807,0
-6.0322,6.9014,-0.8379,-9.342,0
5.0852,4.602,-5.8709,-9.7642,0
5.1028,8.3234,3.823,6.9275,1
-1.6814,-1.0271,-6.0767,8.6034,1
-9.1979,4.3188,-0.8156,8.9762,0
-7.7592,-5.2484,8.144,0.4152,0
9.3845,0.2415,3.8017,9.4256,1
-9.5824,-9.2468,-4.8622,5.9184,0
1.2821,7.4199,6.2397,3.9775,1
-7.2714,-3.7968,2.9495,-2.7459,1
9.791,5.5657,-0.3105,4.3974,1
7.1639,-5.454,-5.8533,1.9429,0
-4.7833,4.6544,3.5577,-6.3903,1
6.2938,1.53,-8.7963,-2.2537,1
-0.658,-3.6105,7.6673,-8.4676,0
-8.9321,3.6305,-6.3894,4.5426,0
9.3892,4.6251,-4.4176,9.7285,1
5.64,8.6693,-8.6662,-8.4457,1
-9.2612,-0.6055,-8.7625,3.6375,0
3.8275,2.3056,3.2339,-7.0836,1
0.0372,-8.2774,7.6217,-9.4103,0
8.831,0.5137,0.1391,8.4653,0
-6.0451,-7.9067,-8.2706,-5.9739,1
0.8334,-2.364,-2.1584,4.5846,0
4.857,7.6146,1.5789,-2.7742,1
2.6954,-5.9265,-2.8498,-9.638,1
2.0806,-7.3953,3.8656,-5.8667,0
-1.3019,-2.4725,-1.6301,6.7532,1
0.2037,1.8347,-2.9206,2.5158,0
-6.2011,-8.246,2.2856,-8.588,1
-2.2597,3.8749,-4.0672,1.84,0
-0.3624,-0.6989,0.9487,4.7922,1
-7.0268,-8.2031,4.2779,5.7121,1
6.5531,-4.4392,-5.6683,-2.0716,1
1.6086,9.015,-8.9615,-1.0902,0
-5.8212,-4.4708,-2.0226,8.9591,0
6.4283,-1.3794,-5.6128,2.9932,1
3.6894,6.0125,-0.1872,6.5462,0
-4.0865,-8.2097,5.6627,0.5104,0
6.9898,-6.6303,8.0242,5.2658,1
0.1282,3.6851,-9.6608,-0.96,0
5.7498,-5.0141,-9.8603,4.5005,1
9.4612,9.9182,1.0062,-8.5324,1
-4.6373,-7.9811,-2.5074,5.278,0
4.1645,6.3546,-3.6108,7.9627,0
6.4039,8.3137,-0.265,-8.1295,1
3.1899,0.3351,6.8048,-3.7432,0
0.3549,-0.086,5.5219,-4.7343,1
-1.3297,-9.0005,8.6429,-7.8779,1
1.4016,4.0704,-9.2026,0.9681,1
2.7827,-5.0011,-7.0289,-9.3699,0
9.6367,-1.5913,-0.6221,3.4131,0
2.1437,-4.3685,-5.1546,-8.8124,0
4.9425,2.2916,-7.8482,4.2169,1
-8.1433,-8.4187,-7.008,-3.2782,1
1.5927,6.7291,2.4259,8.1676,0
-7.6105,-8.1057,0.4688,9.7659,0
-4.9959,-3.1437,6.2722,0.2714,1
-4.1516,-3.2677,-3.5636,-9.1844,1
-3.1685,1.4493,7.6314,7.1463,0
8.2671,4.7207,8.5457,-7.6968,1
5.6317,1.7572,8.3959,8.3849,1
-4.5472,-4.2731,0.7711,-8.5503,1
-1.2998,3.2086,-7.3953,2.0852,1
4.3024,6.9001,-5.1123,4.7765,1
-8.2012,-4.8501,7.033,-0.7619,1
4.593,9.158,9.5528,5.4684,0
6.7012,-1.4584,-3.3883,-8.7507,1
1.0734,-8.891,5.8128,-0.7416,0
0.7805,8.7731,-3.06,-7.8346,0
4.8668,-0.9204,-3.9226,-3.1041,1
-3.6062,-6.3782,5.6313,0.8569,0
-3.8584,-9.1136,5.7075,8.3502,0
7.5458,9.7616,7.3102,-5.8381,0
-0.5488,-7.9816,5.9627,-3.3515,0
-4.0695,-6.0779,6.1015,-3.6928,0
0.9723,-0.2002,2.3627,-2.7747,1
4.2442,-5.6465,2.2019,0.3473,1
-9.6686,6.4719,-8.4097,-8.2638,0
7.8866,-7.0712,-5.803,7.572,1
-2.9762,-8.817,7.2258,-4.0409,0
-7.7058,-2.3243,-0.9393,0.393,0
-8.7842,0.8762,7.1306,0.7568,1
4.2808,7.3823,5.1973,1.188,0
5.737,4.7937,1.5156,-7.3328,1
9.3259,-4.1156,-2.4734,-8.2235,0
0.3157,2.1438,5.317,9.0666,0
9.1403,-7.1428,-8.0417,9.9854,0
-4.6191,2.8354,-3.5311,0.2742,0
9.3888,-3.9833,2.2351,9.5478,0
-7.7795,3.0737,-8.2486,2.5169,1
-0.3351,-5.5731,-1.8079,4.8823,1
0.0412,5.8462,-7.603,-1.1595,0
8.8301,8.9288,4.8389,-8.7079,1
3.4132,-8.8613,-3.887,-1.2005,1
-1.9365,-0.2005,-1.5323,7.1,0
-5.9807,5.6571,-6.3885,-2.1819,1
6.3815,9.8392,7.9141,-6.7555,1
-9.4992,1.9093,6.7351,9.9165,1
-8.1169,-5.6232,-1.6845,-3.7831,0
-0.5091,8.9217,-4.8378,1.7494,0
5.3335,-3.1601,2.5373,-6.6174,1
3.6477,-7.3916,-2.439,1.3269,1
9.8884,-9.1938,5.8819,4.0987,1
6.6145,4.149,1.6683,-7.3687,0
2.307,-8.0427,7.938,7.5288,1
9.3187,0.092,7.6667,-8.3629,1
8.903,-0.8285,-3.2366,-3.2831,1
1.9685,7.5771,-4.7911,-1.016,0
8.1293,0.4228,0.6227,3.5436,0
-7.8277,0.7762,-9.7151,-6.8611,1
-4.5098,6.9019,-4.6642,3.4363,0
-0.0445,6.7584,-6.1398,-3.9641,1
-0.1161,2.3557,8.5263,-3.9584,1
-9.0731,-0.1267,4.5592,-8.6904,1
-1.2627,9.5173,0.8973,0.9717,0
-4.1286,-6.8548,-4.4839,1.4916,1
0.4009,0.5809,8.0883,-1.741,0
-4.0269,8.4432,-5.3195,4.8164,0
-6.815,3.2004,3.3344,-0.2494,1
5.0196,-3.6208,-1.3392,-3.8354,1
-3.1421,-6.2166,-9.9105,-8.4303,0
-0.1089,-8.8169,9.6408,4.7803,1
-0.6083,3.6434,-2.6367,7.0268,1
5.6195,-5.3374,0.6622,-0.2616,0
-0.5416,-3.9279,-7.2524,-0.3685,1
3.3711,2.4115,-3.853,2.97,1
-6.5389,2.3996,-0.8677,-9.3715,1
5.4132,-6.3643,-9.1532,9.8094,1
8.8515,-6.7486,-6.485,-5.3702,1
-7.0033,-2.2731,5.6316,3.5097,0
-3.3501,-0.9967,-7.0154,1.5648,1
1.6947,-0.5409,5.754,7.0295,0
-9.6452,-6.3866,9.8775,-4.3894,1
2.6798,-7.6477,-5.5536,-7.1163,1
9.0169,-3.5493,6.3864,-3.1161,1
-9.5309,0.7296,8.9984,-0.2307,1
6.4447,-0.0874,-9.8432,0.7335,1
7.5437,8.9855,-8.7581,7.0867,0
3.7071,5.0667,5.0179,-1.4437,1
8.8936,3.2017,0.7877,4.2712,1
2.6782,0.5545,6.5263,-1.6618,0
-1.9695,-8.6732,-6.8669,-5.1011,0
2.8639,7.5456,-5.005,-6.6036,1
-6.1041,2.4514,6.1912,-4.2085,1
-0.536,2.2894,7.7099,2.0716,1
1.6824,6.2778,-3.471,-2.2717,0
-3.6199,6.5724,4.27,8.235,1
-0.5564,2.0306,1.5196,5.5135,0
8.4946,-0.2004,-9.2596,6.0049,1
5.6899,-2.0382,3.5143,7.7123,0
-2.3689,-0.3494,-3.9213,-2.1179,1
-4.1659,5.762,7.1519,-2.8672,1
-6.8836,-0.9838,-4.4324,-5.9676,1
7.7344,-4.3028,5.7455,-3.9148,1
6.8429,-3.1713,1.6912,-6.6328,1
-5.3851,-6.0207,-2.5101,-2.6083,1
0.4396,6.6963,-2.9258,-5.7314,1
-7.914,-5.5264,-3.2327,5.0515,1
-2.3779,-2.9549,0.1767,-4.1352,1
1.4629,0.2052,1.6236,3.3636,0
-2.5378,0.6886,8.632,6.5138,0
-4.9618,-7.2901,-8.8955,-4.0738,0
8.2903,4.8374,-1.1301,-2.9179,1
-7.4006,-7.5729,0.3744,-2.3698,0
4.68,3.7194,-9.7894,6.7457,0
1.2156,0.2904,1.5242,-4.3473,0
-6.0321,-7.1616,7.8282,-3.0742,1
6.8736,7.6795,-3.6946,-0.6569,1
4.3614,-1.3023,6.6453,1.8304,0
7.5931,-4.5427,9.0448,-7.7087,0
1.1812,9.484,-6.2997,1.9987,0
-2.4685,-9.9425,5.7255,-1.1672,1
0.6285,6.9374,5.002,0.9815,0
8.7924,6.0328,6.1634,-6.7355,0
-6.2304,-0.645,-7.1643,6.1275,0
7.8147,3.1958,1.1064,4.6121,0
-5.9218,8.0601,-5.5824,-0.2194,0
-0.4716,-6.2817,1.4146,2.8341,1
-3.7164,-0.2556,5.7972,4.1328,1
3.8027,-8.0583,5.1826,6.7447,0
-4.2593,-1.7629,0.5053,-2.5006,0
-7.0949,2.9039,0.6762,9.2991,1
5.4418,-7.873,7.8966,-4.846,1
-4.0436,5.2623,2.7329,9.6515,1
-6.9118,-0.0052,1.3169,-1.8383,0
-6.5726,-8.5253,2.2461,9.4481,0
-2.1664,8.9644,-8.3945,-3.6663,1
8.5708,8.8503,-7.3346,1.1214,0
0.8994,5.762,2.1273,-1.6246,1
0.2947,0.5106,-7.237,8.3267,1
3.8059,-3.392,-9.0356,-2.7138,1
-2.7836,-4.3986,9.3484,9.5982,1
4.3911,5.6889,1.4831,4.2349,0
-1.4704,-0.9555,-2.7636,-3.998,0
-2.7346,8.2996,-1.0583,-0.8423,1
1.1764,5.1705,-7.0384,-6.4416,0
9.3019,-1.0807,0.623,8.4227,1
-4.55,-5.2984,-4.7367,0.6068,0
-7.9288,-9.7706,0.8841,-1.1334,1
2.2641,-8.9733,-3.6663,7.659,1
-7.0341,-3.0605,8.29,-2.0708,1
5.8012,-9.2083,7.4154,-5.9251,1
5.2746,9.0966,-0.4624,1.5902,0
-1.4356,5.4916,-9.2553,3.9499,1
-9.3532,-8.3528,7.5222,6.0588,0
-9.2872,-1.2875,0.927,-2.9461,1
-9.6081,-2.4783,2.7222,2.6112,0
-7.9701,2.7347,-3.0789,-3.2789,1
4.7293,-2.6743,2.2999,-6.8405,1
3.4245,-2.2105,3.6561,-7.8635,1
0.7815,1.2819,7.3374,-0.102,0
6.2913,-8.6352,-2.7576,-5.7368,0
-4.9861,6.6532,-8.4179,-8.2017,0
-8.007,3.9516,-0.2831,8.5097,0
1.6692,6.5661,-3.9095,-0.7883,1
-9.9624,-2.7497,6.9535,7.2551,0
-8.2869,3.2006,-5.7812,6.0985,0
-6.2229,-7.9311,-9.2165,7.9687,0
-2.8112,7.9066,4.2705,-6.2355,1
2.351,3.6023,6.1938,2.1571,1
9.0331,1.0927,0.7258,-8.8494,0
-9.512,-9.6067,6.2226,3.8472,1
-2.8564,-4.0444,-8.8133,4.9483,1
0.5491,-7.2132,1.8137,-8.686,1
6.6916,-6.1368,9.4455,6.6574,0
-7.34,-0.9092,4.6058,1.5196,0
9.3976,8.7704,-6.5464,9.4729,1
8.6187,5.7618,5.0501,4.1713,0
-7.0419,9.8171,-2.0193,7.7608,1
-2.635,5.5441,9.0112,8.6448,0
9.3831,-7.9854,-7.1198,-1.6657,1
1.1101,9.3349,-7.5979,8.867,0
-9.9527,7.3129,2.8846,0.4675,1
-6.7978,-7.3765,-6.4482,-2.0996,0
5.9933,2.6431,8.3719,2.3423,1
1.0958,-8.9708,-5.8712,2.2724,1
6.3241,1.4454,-4.8339,1.6927,1
-3.2947,9.6239,3.5043,-5.1263,1
9.6996,2.0956,4.9527,0.1433,0
4.8348,1.5137,1.973,2.702,1
-5.427,7.0564,5.6244,-4.424,1
-6.1654,6.4175,2.2094,0.2938,1
5.5359,-8.2096,-0.2131,-1.6963,1
-5.7123,8.6735,-0.4519,4.9214,0
9.8718,1.7624,2.4051,7.6952,1
-5.7017,7.3016,7.6602,2.2627,1
1.8244,9.4947,0.1162,-9.3156,1
8.0735,0.2859,-6.3822,5.8597,1
-4.5432,2.5591,-6.009,8.5527,1
2.202,0.3741,-1.739,1.2681,1
-8.3142,2.5567,3.7357,2.6565,1
-0.8798,1.6216,9.9926,4.3881,0
8.0755,8.9525,5.2608,3.0678,1
-2.8485,2.4823,-0.2833,3.1149,1
-0.5384,3.499,-2.0799,-6.72,0
-0.3121,6.6608,1.645,-2.3727,1
-1.9433,1.8204,-1.8696,-5.6165,0
-0.3651,-5.0285,5.0206,3.3684,1
4.5267,-6.611,-6.7505,4.3773,0
-0.7378,-6.326,-1.1938,-0.0183,0
0.0355,-4.8301,4.7437,-5.64,1
3.5796,8.803,6.7923,2.2886,0
9.9457,5.6961,9.2432,-7.7396,0
7.2194,8.0024,6.0299,-9.1649,0
-4.0096,7.0781,-1.7368,2.4212,1
9.7827,-1.1336,5.6138,7.259,1
-3.1911,1.5511,-4.6371,-3.8304,1
-6.6272,-9.8623,5.819,-4.6814,1
-9.5623,-9.3316,-1.3538,9.6555,1
6.0663,-6.347,1.7853,-9.3028,1
-9.2185,-9.3802,8.2042,-7.7758,0
-6.9683,-5.6932,-7.7375,6.6851,0
7.2117,7.0372,1.6902,-3.8742,1
-8.719,2.9052,2.4542,-9.0298,0
-8.5167,-8.02,8.9307,5.9427,0
-5.9689,4.2905,-8.8053,3.4879,0
9.5323,-5.5868,-2.2223,9.5237,0
3.4207,0.5616,7.2099,-5.5159,0
-0.0484,-3.628,-6.0522,0.3187,0
4.3924,-5.8627,-5.2815,3.4066,1
4.6627,0.5511,-2.7736,9.1679,1
0.1268,-4.0017,-6.0368,-0.5805,1
-9.5119,5.7804,2.9406,-8.2064,0
0.4705,-9.6495,4.5116,-2.4016,0
-9.1004,-8.3335,8.8054,-1.4028,1
0.1323,8.2357,2.9831,8.351,0
-3.7575,7.5371,6.4335,0.3859,1
2.5352,-0.6818,3.774,7.1089,1
-2.9459,-3.2382,-0.7074,0.0829,1
-9.6856,9.1813,-6.5621,-4.5457,1
-0.1398,7.3573,3.2523,3.6829,0
-8.6704,4.9271,9.8104,2.7547,1
-7.3176,0.1737,-8.3188,1.3838,1
-8.6661,-7.7071,-7.685,9.2268,1
-7.1898,-5.9151,-2.1253,-9.3716,0
0.4419,-6.1062,5.7251,8.6281,0
5.6188,0.9798,3.8761,9.3611,0
7.3573,-4.302,8.6218,-6.8592,1
-0.6709,4.3971,7.2816,7.1503,0
0.4226,-0.9702,2.7115,0.5068,0
-3.4525,8.0568,3.3743,-6.0657,1
-0.644,5.2604,0.1021,-7.9627,1
9.4257,-7.2386,5.1522,-3.4622,0
-0.7998,7.422,5.042,0.1958,0
-0.6718,-4.4858,6.2489,-2.428,0
-3.6757,-0.6973,-2.4085,2.0428,0
8.0352,-8.979,8.5255,-5.0787,0
9.8338,6.3641,5.9581,6.1251,0
0.244,-7.2971,-7.2846,5.4418,1
-3.1746,6.8192,6.044,3.7763,1
-8.4756,-1.7234,-7.424,1.4249,0
4.6848,-5.8878,4.1566,8.5253,0
-0.3632,-6.7886,8.7654,4.7395,0
1.52,0.3439,-5.0567,-4.7603,1
6.3791,-0.1606,-8.9379,2.3721,1
2.3301,1.6945,6.4581,-3.027,0
1.47,9.9579,-3.82,-3.0857,0
-0.8139,5.0909,-6.9145,5.1793,1
-9.6045,-7.3979,-3.7298,1.4371,1
-0.1007,-8.8835,-5.4271,-2.525,1
-3.2449,1.7045,-9.3106,-6.351,1
-4.7142,0.911,6.2012,-1.858,0
1.2085,-4.3421,-1.5306,-9.8741,1
-0.2933,-9.7893,-0.8109,7.8864,0
-9.3956,4.2569,-9.2228,7.6001,1
9.358,8.9039,-3.8757,-3.2418,1
-4.4814,9.0456,-2.5834,1.3239,0
3.5872,4.0725,-1.1642,-7.4704,0
7.3233,0.2724,-0.0455,-9.1303,0
-8.7953,1.42,-6.2932,4.7512,1
-3.3112,-3.4769,7.7978,4.3821,1
3.6548,-3.9092,3.7153,9.6699,0
-5.6881,-9.5236,5.7625,0.9254,0
-0.8401,7.7718,7.1611,-4.1947,0
1.556,-3.6815,5.7307,8.0455,1
5.3655,-2.2293,-2.62,-9.5321,1
0.8467,5.5986,-6.6938,2.1863,0
-7.3041,7.0912,-3.9458,-6.9585,0
8.6437,7.3754,0.19,-1.7997,1
0.4354,3.9359,-7.5415,-1.204,0
-3.1626,1.445,9.9582,7.007,0
-5.0437,-0.6802,7.9278,-3.522,1
0.2201,-2.9952,2.1292,-7.2236,1
-6.5222,-6.8431,-6.3455,-7.2722,0
5.1506,-6.0555,6.848,-5.9612,0
0.3629,2.7803,-7.092,9.1932,0
-2.486,-4.5864,-1.3993,-8.2136,1
7.843,6.9292,-7.8068,-7.0749,1
0.0649,-1.7756,-3.18,9.7117,0
7.4829,-3.5092,2.2299,6.3026,0
4.2313,6.2824,1.1805,5.7135,1
-8.1569,1.4796,5.5068,2.4026,1
-5.2607,-9.4905,-8.3557,-8.8188,1
2.9098,-1.8283,-8.1047,-8.3729,0
-5.25,-5.73,-1.5538,-4.9922,1
-5.0101,-3.2619,8.0402,-2.5372,0
4.5269,5.5466,-9.8929,5.4055,1
-1.3918,0.3798,4.42,-4.6603,1
-2.483,-5.8285,-1.6497,2.8251,0
7.1939,-9.6243,3.3902,4.7107,1
-0.5764,-1.0445,-5.4585,-0.1438,0
-5.8161,6.4062,2.2181,8.0981,0
-1.3196,1.5862,-1.2513,-3.1815,1
-2.595,2.8083,-2.8766,1.2504,1
-4.2747,-6.2305,1.4449,-2.7123,1
4.3515,2.6897,9.4929,-0.5625,0
0.0133,4.7425,-5.6101,3.4835,0
-1.7114,-4.798,0.1369,-3.6223,0
-2.7566,-9.337,0.1096,-2.2459,0
-9.2171,-5.45,-3.9047,6.1508,1
-9.7063,-4.5593,1.6012,2.3055,0
-8.4705,-5.2289,8.2523,-9.9472,1
6.1443,-0.8589,2.3519,-3.1144,0
2.8724,-9.2908,6.378,2.9013,0
1.9589,7.8121,-1.8963,-0.6644,0
5.6993,7.3717,5.6905,7.1633,0
-4.4338,2.2294,-8.9643,1.2902,1
0.5271,2.8143,-1.6471,-1.6498,1
-9.8893,-3.4115,-0.0563,6.4983,0
8.1715,-8.1621,6.4246,-9.4111,1
6.8484,3.2235,-7.2197,-5.1852,0
5.027,-3.5373,-6.9344,-3.0514,0
-2.9467,6.1024,-2.2745,-7.8197,0
0.073,-1.6088,1.5283,1.5624,0
4.9214,5.076,5.3865,-0.1869,0
-3.601,6.3039,5.2071,0.6539,1
9.7341,-7.1947,-4.084,8.8926,1
8.9491,-4.8186,-9.791,-0.963,0
-3.223,6.5156,4.9037,6.5227,0
-8.3056,5.5463,8.5502,5.4281,0
-9.4126,-6.3862,-0.717,9.7829,0
-5.8908,-9.2282,-8.556,-3.206,0
-4.1581,-8.7275,2.5264,-6.8245,1
4.6853,-0.5225,4.4359,-9.0288,1
8.5994,-9.3469,-4.6918,-1.5961,1
8.0926,3.8336,7.7733,7.5211,1
-8.3847,-6.9752,-2.5056,4.1537,0
4.9745,9.8157,4.4019,-4.0829,0
2.5306,-4.993,-1.0618,9.7658,0
9.6562,-4.2493,-8.3068,3.9453,1
0.5,-7.1002,-5.6,7.3957,1
-3.5421,8.3494,-2.0708,4.5568,0
7.6727,-5.6873,9.1605,-4.3672,0
-7.4084,2.3969,-4.6849,9.4576,0
2.0152,1.9527,-9.2651,3.746,1
-9.8839,0.962,5.9003,5.3692,1
-5.6659,-8.3869,7.9162,-9.5036,1
6.4718,0.2584,5.8037,4.8855,1
6.5185,-1.957,2.6352,9.2552,1
4.7796,0.8487,-2.6253,7.9105,1
-4.1064,-8.7494,-0.3281,7.0835,0
-4.7691,1.2932,2.2185,6.8895,1
9.8459,3.3231,-3.7114,7.8629,1
1.8429,-1.2936,5.3256,-8.1141,1
1.2336,2.8598,-2.2721,3.0516,0
-0.6319,-9.5456,-6.2536,8.1597,1
-2.6246,-6.6447,1.3144,9.9922,1
-1.539,9.6368,9.5952,6.5692,1
5.7209,-0.309,-8.8349,-3.4871,0
-7.8678,9.6857,0.4902,6.8868,0
-2.4904,-8.6546,5.2007,3.0108,0
-4.2191,-9.3005,4.7526,-9.4465,1
-9.6412,-3.0796,2.7111,-7.8684,0
-5.6997,2.2695,-4.8617,9.1377,0
1.1725,-5.7279,-8.2973,4.5846,0
-3.5909,-4.2106,-5.7199,-8.2799,1
-9.5816,5.6054,-4.431,0.5893,1
-3.1362,4.8966,-4.8868,9.4584,0
-1.6714,-5.0716,-3.6594,-7.5797,0
-6.3668,-7.2975,4.2074,-9.8273,0
5.0851,0.072,-6.3249,3.751,1
-7.2501,7.6648,8.7602,-4.0238,0
-4.6176,9.1843,7.2265,-4.026,1
-9.5376,6.0644,9.7676,-8.6483,1
-3.4416,7.6859,-8.5906,1.6366,0
6.3565,4.9865,-4.5679,7.9657,1
8.2147,-0.4631,9.4408,3.9792,0
3.3131,6.8513,6.6605,-4.1182,0
-0.4369,-4.6982,-9.9801,9.8991,1
3.2862,0.0919,8.8869,-7.3799,1
9.0616,-3.6549,-4.5191,-0.4962,1
-6.3874,5.3045,4.9794,2.0,0
8.0066,-6.14,3.757,-3.4157,1
0.3471,8.2583,-6.5479,-4.693,0
-2.7095,-1.0391,-1.601,6.3724,1
1.6875,-4.0314,-5.7207,1.3723,1
4.8256,7.5895,4.0683,6.0324,1
7.4739,-0.119,5.3008,-0.3341,1
-6.5114,6.782,9.9734,5.6399,1
-1.5031,-9.9756,8.8775,7.6254,1
0.6033,-0.5243,-3.7081,6.2506,1
-4.6538,8.9974,7.2725,-8.3889,0
1.8043,3.5037,3.9348,-5.9538,1
0.2691,3.5885,5.451,-0.9727,0
-5.1842,-3.1715,0.8156,-0.5667,1
-4.1539,-0.6822,9.2029,1.6881,0
1.9603,4.7189,5.028,-7.9658,1
5.5662,3.1159,-8.0419,5.7167,0
1.7772,-0.1625,-8.8008,-9.347,1
-4.718,-7.8388,6.1938,6.1205,0
8.4176,9.6141,9.0625,-0.091,1
6.2369,5.2737,0.8921,-8.8154,1
6.8819,-7.8412,-9.077,0.8667,1
-3.1409,-9.3532,1.52,6.4925,0
8.7389,-3.8682,-4.1064,-4.079,1
3.7783,8.5519,8.7744,-5.4815,0
-8.4927,2.2823,-8.5934,-8.2442,1
1.837,5.4623,-0.7299,-9.4662,1
6.6527,4.5478,-2.3062,-3.7349,1
3.9431,-0.0787,-2.9413,-5.8367,0
3.2255,-2.9237,1.2393,1.6706,1
1.7507,-0.2281,1.6384,-8.6808,0
4.7647,7.1217,-0.9691,-6.4797,1
1.5677,7.9762,-8.8043,7.8064,1
-7.2761,4.9818,0.031,-2.4517,0
-0.0999,-8.758,8.1989,-4.4098,1
6.9519,9.0808,2.1224,2.6382,1
-3.5499,-8.7314,-1.2838,2.9029,0
-5.217,0.4292,-9.721,-2.7137,0
5.8152,1.545,-9.355,-6.253,0
3.7667,-0.2922,-2.5625,-0.2394,0
-4.8794,4.4483,1.3041,6.6312,1
-2.0282,3.5837,-2.9645,-4.2475,0
2.0389,6.5546,-0.0283,0.5409,1
9.7446,2.574,-7.9396,9.3609,1
4.8985,4.6328,2.6264,8.9248,0
9.3932,-2.5855,-6.0427,4.5974,1
0.5602,6.9825,2.879,2.4331,0
-7.9935,3.9406,5.4063,5.7848,1
7.8467,-9.275,-8.6891,5.2388,1
6.6022,-8.8974,7.9498,3.4278,1
-4.747,9.6769,-7.2973,5.7237,0
-4.0572,5.7527,7.4371,0.4337,1
-1.4137,-2.2291,-1.3509,-7.5356,1
2.4789,7.9764,-7.9367,0.9246,1
-3.8049,2.4551,-1.3829,-9.3779,1
3.8273,4.8892,-0.4272,-8.4178,0
2.6351,-3.2453,1.2203,6.9375,1
4.2214,-2.7327,-6.029,6.8339,0
6.0778,-5.9275,6.8418,3.2175,0
5.5566,4.6435,4.3665,-3.8003,0
1.2749,6.9692,-3.9177,-3.0479,0
9.0262,-4.4869,4.4794,7.9993,1
3.0992,2.5363,-4.749,-4.8863,1
3.4469,-6.5076,0.7581,0.3564,1
3.6609,-2.645,-0.2116,1.6476,0
-8.4251,-6.802,-2.9057,9.0979,1
-2.0448,-7.7052,7.8106,9.2832,0
-2.0674,-5.3535,1.4552,9.9161,0
-3.1207,8.3699,9.7767,2.6462,1
-4.4063,6.7586,-5.6196,3.7343,1
6.531,-2.404,2.4938,9.1622,0
-4.3459,-9.1362,-8.049,-2.6113,0
-3.5724,-5.018,-4.7947,-8.2461,0
-6.3803,-9.0154,-4.4521,7.2404,1
5.1579,8.94,-8.2742,0.8605,1
-9.7623,-2.8597,-5.3762,2.7287,1
4.7708,0.0137,7.7397,7.2185,0
4.9202,6.0816,2.1823,-3.9191,0
9.4401,4.0551,3.3066,8.5088,0
6.5119,1.5368,-9.6247,0.0729,0
-4.0181,9.509,-4.5709,7.1939,0
9.7743,3.7743,-6.4881,7.84,1
-2.086,9.7356,9.5319,-1.5188,0
-5.0857,9.4484,4.0281,-7.8145,0
-7.3016,-0.7724,-2.7093,-1.2317,1
5.689,-1.8385,-7.2447,-5.2668,0
-8.9056,-4.8923,-3.3323,-7.6646,1
7.3236,4.008,6.9545,4.4784,0
7.5585,-8.3064,1.0039,-7.5027,1
7.3937,8.0368,-3.1981,-5.369,0
-0.4322,9.2423,-8.3997,-0.7814,0
1.4601,8.0344,-3.935,3.0327,0
-3.6714,-5.9415,8.0715,9.15,1
-4.9212,2.8585,1.5995,2.3063,1
0.3241,-0.1661,-7.8767,-6.5383,0
-6.1169,6.6875,-1.422,-5.8402,0
-4.9022,-0.1071,4.4431,-1.2919,1
-2.7811,5.8925,-8.2805,6.8892,0
5.1499,-1.7565,-7.8894,9.6985,0
9.1737,2.4394,0.1992,9.0581,1
-4.6521,-4.4344,6.8593,-2.1155,1
-9.7713,-3.2749,9.3156,3.472,0
1.1797,-9.5104,-1.8185,0.7853,0
5.3248,-1.4899,0.3895,3.3848,1
4.953,0.8093,-4.8769,-6.4793,0
